"regiao";"estado";"data";"novos.casos";"casos.acumulados";"obitos.novos";"obitos.acumulados"
"Norte";"AP";"05/04/2020";1;29;1;2
"Norte";"AP";"06/04/2020";5;34;0;2
"Norte";"AP";"07/04/2020";14;48;0;2
"Norte";"AP";"08/04/2020";59;107;0;2
"Norte";"AP";"09/04/2020";21;128;0;2
"Norte";"AP";"10/04/2020";38;166;0;2
"Norte";"AP";"11/04/2020";27;193;1;3
"Norte";"AP";"12/04/2020";37;230;2;5
"Norte";"AP";"13/04/2020";12;242;0;5
"Norte";"AP";"14/04/2020";65;307;1;6
"Norte";"AP";"15/04/2020";27;334;1;7
"Norte";"AP";"16/04/2020";28;362;2;9
"Norte";"AP";"17/04/2020";8;370;1;10
"Norte";"AP";"18/04/2020";23;393;0;10
"Norte";"AP";"19/04/2020";23;416;1;11
"Norte";"AP";"20/04/2020";17;433;2;13
"Norte";"AP";"21/04/2020";24;457;0;13
"Norte";"AP";"22/04/2020";22;479;1;14
"Norte";"AP";"23/04/2020";69;548;2;16
"Norte";"AP";"24/04/2020";85;633;2;18
"Norte";"AP";"25/04/2020";52;685;1;19
"Norte";"AP";"26/04/2020";113;798;2;21
"Norte";"AP";"27/04/2020";44;842;5;26
"Norte";"AP";"28/04/2020";76;918;2;28
"Norte";"AP";"29/04/2020";98;1016;3;31
"Norte";"AP";"30/04/2020";64;1080;3;34
"Norte";"AP";"01/05/2020";41;1121;3;37
"Norte";"AP";"02/05/2020";66;1187;3;40
"Norte";"AP";"03/05/2020";295;1482;3;43
"Norte";"AP";"04/05/2020";251;1733;6;49
"Norte";"AP";"05/05/2020";198;1931;6;55
"Norte";"AP";"06/05/2020";115;2046;1;56
"Norte";"AP";"07/05/2020";153;2199;5;61
"Norte";"AP";"08/05/2020";123;2322;5;66
"Norte";"AP";"09/05/2020";171;2493;3;69
"Norte";"AP";"10/05/2020";120;2613;3;72
"Norte";"AP";"11/05/2020";58;2671;1;73
"Norte";"AP";"12/05/2020";239;2910;13;86
"Norte";"AP";"13/05/2020";95;3005;8;94
"Norte";"AP";"14/05/2020";423;3428;7;101
"Norte";"AP";"15/05/2020";202;3630;2;103
"Norte";"AP";"16/05/2020";204;3834;5;108
"Norte";"AP";"17/05/2020";118;3952;11;119
"Norte";"AP";"18/05/2020";71;4023;8;127
"Norte";"AP";"19/05/2020";287;4310;9;136
"Norte";"AP";"20/05/2020";239;4549;6;142
"Norte";"AP";"21/05/2020";639;5188;9;151
"Norte";"AP";"22/05/2020";467;5655;6;157
"Norte";"AP";"23/05/2020";436;6091;5;162
"Norte";"AP";"24/05/2020";262;6353;1;163
"Norte";"AP";"25/05/2020";231;6584;5;168
"Norte";"AP";"26/05/2020";383;6967;5;173
"Norte";"AP";"27/05/2020";652;7619;10;183
"Norte";"AP";"28/05/2020";533;8152;15;198
"Norte";"AP";"29/05/2020";317;8469;9;207
"Norte";"AP";"30/05/2020";844;9313;8;215
"Norte";"AP";"31/05/2020";289;9602;7;222
"Norte";"AP";"01/06/2020";288;9890;6;228
"Norte";"AP";"02/06/2020";621;10511;9;237
"Norte";"AP";"03/06/2020";596;11107;10;247
"Norte";"AP";"04/06/2020";444;11551;7;254
"Norte";"TO";"25/02/2020";0;0;0;0
"Norte";"TO";"26/02/2020";0;0;0;0
"Norte";"TO";"27/02/2020";0;0;0;0
"Norte";"TO";"28/02/2020";0;0;0;0
"Norte";"TO";"29/02/2020";0;0;0;0
"Norte";"TO";"01/03/2020";0;0;0;0
"Norte";"TO";"02/03/2020";0;0;0;0
"Norte";"TO";"03/03/2020";0;0;0;0
"Norte";"TO";"04/03/2020";0;0;0;0
"Norte";"TO";"05/03/2020";0;0;0;0
"Norte";"TO";"06/03/2020";0;0;0;0
"Norte";"TO";"07/03/2020";0;0;0;0
"Norte";"TO";"08/03/2020";0;0;0;0
"Norte";"TO";"09/03/2020";0;0;0;0
"Norte";"TO";"10/03/2020";0;0;0;0
"Norte";"TO";"11/03/2020";0;0;0;0
"Norte";"TO";"12/03/2020";0;0;0;0
"Norte";"TO";"13/03/2020";0;0;0;0
"Norte";"TO";"14/03/2020";0;0;0;0
"Norte";"TO";"15/03/2020";0;0;0;0
"Norte";"TO";"16/03/2020";0;0;0;0
"Norte";"TO";"17/03/2020";0;0;0;0
"Norte";"TO";"18/03/2020";0;0;0;0
"Norte";"TO";"19/03/2020";1;1;0;0
"Norte";"TO";"20/03/2020";0;1;0;0
"Norte";"TO";"21/03/2020";1;2;0;0
"Norte";"TO";"22/03/2020";0;2;0;0
"Norte";"TO";"23/03/2020";3;5;0;0
"Norte";"TO";"24/03/2020";2;7;0;0
"Norte";"TO";"25/03/2020";0;7;0;0
"Norte";"TO";"26/03/2020";0;7;0;0
"Norte";"TO";"27/03/2020";1;8;0;0
"Norte";"TO";"28/03/2020";1;9;0;0
"Norte";"TO";"29/03/2020";0;9;0;0
"Norte";"TO";"30/03/2020";1;10;0;0
"Norte";"TO";"31/03/2020";1;11;0;0
"Norte";"TO";"01/04/2020";1;12;0;0
"Norte";"TO";"02/04/2020";0;12;0;0
"Norte";"TO";"03/04/2020";0;12;0;0
"Norte";"TO";"04/04/2020";2;14;0;0
"Norte";"TO";"05/04/2020";3;17;0;0
"Norte";"TO";"06/04/2020";0;17;0;0
"Norte";"TO";"07/04/2020";2;19;0;0
"Norte";"TO";"08/04/2020";4;23;0;0
"Norte";"TO";"09/04/2020";0;23;0;0
"Norte";"TO";"10/04/2020";0;23;0;0
"Norte";"TO";"11/04/2020";0;23;0;0
"Norte";"TO";"12/04/2020";2;25;0;0
"Norte";"TO";"13/04/2020";1;26;0;0
"Norte";"TO";"14/04/2020";0;26;0;0
"Norte";"TO";"15/04/2020";0;26;1;1
"Norte";"TO";"16/04/2020";3;29;0;1
"Norte";"TO";"17/04/2020";2;31;0;1
"Norte";"TO";"18/04/2020";2;33;0;1
"Norte";"TO";"19/04/2020";0;33;0;1
"Norte";"TO";"20/04/2020";1;34;0;1
"Norte";"TO";"21/04/2020";3;37;0;1
"Norte";"TO";"22/04/2020";0;37;0;1
"Norte";"TO";"23/04/2020";0;37;1;2
"Norte";"TO";"24/04/2020";6;43;0;2
"Norte";"TO";"25/04/2020";7;50;0;2
"Norte";"TO";"26/04/2020";8;58;0;2
"Norte";"TO";"27/04/2020";9;67;0;2
"Norte";"TO";"28/04/2020";12;79;0;2
"Norte";"TO";"29/04/2020";37;116;1;3
"Norte";"TO";"30/04/2020";21;137;0;3
"Norte";"TO";"01/05/2020";27;164;0;3
"Norte";"TO";"02/05/2020";27;191;1;4
"Norte";"TO";"03/05/2020";55;246;0;4
"Norte";"TO";"04/05/2020";21;267;2;6
"Norte";"TO";"05/05/2020";36;303;1;7
"Norte";"TO";"06/05/2020";48;351;2;9
"Norte";"TO";"07/05/2020";72;423;0;9
"Norte";"TO";"08/05/2020";71;494;0;9
"Norte";"TO";"09/05/2020";78;572;0;9
"Norte";"TO";"10/05/2020";116;688;2;11
"Norte";"TO";"11/05/2020";59;747;1;12
"Norte";"TO";"12/05/2020";81;828;2;14
"Norte";"TO";"13/05/2020";104;932;7;21
"Norte";"TO";"14/05/2020";97;1029;2;23
"Norte";"TO";"15/05/2020";150;1179;1;24
"Norte";"TO";"16/05/2020";100;1279;3;27
"Norte";"TO";"17/05/2020";103;1382;4;31
"Norte";"TO";"18/05/2020";114;1496;1;32
"Norte";"TO";"19/05/2020";150;1646;6;38
"Norte";"TO";"20/05/2020";163;1809;4;42
"Norte";"TO";"21/05/2020";167;1976;5;47
"Norte";"TO";"22/05/2020";229;2205;2;49
"Norte";"TO";"23/05/2020";225;2430;2;51
"Norte";"TO";"24/05/2020";161;2591;1;52
"Norte";"TO";"25/05/2020";105;2696;6;58
"Norte";"TO";"26/05/2020";162;2858;6;64
"Norte";"TO";"27/05/2020";165;3023;1;65
"Norte";"TO";"28/05/2020";254;3277;3;68
"Norte";"TO";"29/05/2020";334;3611;2;70
"Norte";"TO";"30/05/2020";370;3981;1;71
"Norte";"TO";"31/05/2020";195;4176;2;73
"Norte";"TO";"01/06/2020";169;4345;3;76
"Norte";"TO";"02/06/2020";138;4483;3;79
"Norte";"TO";"03/06/2020";215;4698;3;82
"Norte";"TO";"04/06/2020";183;4881;5;87
"Nordeste";"MA";"25/02/2020";0;0;0;0
"Nordeste";"MA";"26/02/2020";0;0;0;0
"Nordeste";"MA";"27/02/2020";0;0;0;0
"Nordeste";"MA";"28/02/2020";0;0;0;0
"Nordeste";"MA";"29/02/2020";0;0;0;0
"Nordeste";"MA";"01/03/2020";0;0;0;0
"Nordeste";"MA";"02/03/2020";0;0;0;0
"Nordeste";"MA";"03/03/2020";0;0;0;0
"Nordeste";"MA";"04/03/2020";0;0;0;0
"Nordeste";"MA";"05/03/2020";0;0;0;0
"Nordeste";"MA";"06/03/2020";0;0;0;0
"Nordeste";"MA";"07/03/2020";0;0;0;0
"Nordeste";"MA";"08/03/2020";0;0;0;0
"Nordeste";"MA";"09/03/2020";0;0;0;0
"Nordeste";"MA";"10/03/2020";0;0;0;0
"Nordeste";"MA";"11/03/2020";0;0;0;0
"Nordeste";"MA";"12/03/2020";0;0;0;0
"Nordeste";"MA";"13/03/2020";0;0;0;0
"Nordeste";"MA";"14/03/2020";0;0;0;0
"Nordeste";"MA";"15/03/2020";0;0;0;0
"Nordeste";"MA";"16/03/2020";0;0;0;0
"Nordeste";"MA";"17/03/2020";0;0;0;0
"Nordeste";"MA";"18/03/2020";0;0;0;0
"Nordeste";"MA";"19/03/2020";0;0;0;0
"Nordeste";"MA";"20/03/2020";0;0;0;0
"Nordeste";"MA";"21/03/2020";1;1;0;0
"Nordeste";"MA";"22/03/2020";1;2;0;0
"Nordeste";"MA";"23/03/2020";0;2;0;0
"Nordeste";"MA";"24/03/2020";6;8;0;0
"Nordeste";"MA";"25/03/2020";0;8;0;0
"Nordeste";"MA";"26/03/2020";2;10;0;0
"Nordeste";"MA";"27/03/2020";3;13;0;0
"Nordeste";"MA";"28/03/2020";1;14;0;0
"Nordeste";"MA";"29/03/2020";2;16;0;0
"Nordeste";"MA";"30/03/2020";7;23;1;1
"Nordeste";"MA";"31/03/2020";8;31;0;1
"Nordeste";"MA";"01/04/2020";21;52;0;1
"Nordeste";"MA";"02/04/2020";19;71;0;1
"Nordeste";"MA";"03/04/2020";10;81;0;1
"Nordeste";"MA";"04/04/2020";7;88;0;1
"Nordeste";"MA";"05/04/2020";8;96;1;2
"Nordeste";"MA";"06/04/2020";37;133;0;2
"Nordeste";"MA";"07/04/2020";39;172;2;4
"Nordeste";"MA";"08/04/2020";58;230;7;11
"Nordeste";"MA";"09/04/2020";43;273;1;12
"Nordeste";"MA";"10/04/2020";20;293;4;16
"Nordeste";"MA";"11/04/2020";51;344;5;21
"Nordeste";"MA";"12/04/2020";54;398;3;24
"Nordeste";"MA";"13/04/2020";47;445;3;27
"Nordeste";"MA";"14/04/2020";33;478;5;32
"Nordeste";"MA";"15/04/2020";152;630;2;34
"Nordeste";"MA";"16/04/2020";65;695;3;37
"Nordeste";"MA";"17/04/2020";102;797;3;40
"Nordeste";"MA";"18/04/2020";243;1040;4;44
"Nordeste";"MA";"19/04/2020";165;1205;4;48
"Nordeste";"MA";"20/04/2020";115;1320;6;54
"Nordeste";"MA";"21/04/2020";76;1396;6;60
"Nordeste";"MA";"22/04/2020";208;1604;6;66
"Nordeste";"MA";"23/04/2020";153;1757;10;76
"Nordeste";"MA";"24/04/2020";194;1951;12;88
"Nordeste";"MA";"25/04/2020";154;2105;12;100
"Nordeste";"MA";"26/04/2020";118;2223;12;112
"Nordeste";"MA";"27/04/2020";187;2410;13;125
"Nordeste";"MA";"28/04/2020";118;2528;20;145
"Nordeste";"MA";"29/04/2020";276;2804;21;166
"Nordeste";"MA";"30/04/2020";386;3190;18;184
"Nordeste";"MA";"01/05/2020";316;3506;20;204
"Nordeste";"MA";"02/05/2020";299;3805;20;224
"Nordeste";"MA";"03/05/2020";235;4040;13;237
"Nordeste";"MA";"04/05/2020";187;4227;12;249
"Nordeste";"MA";"05/05/2020";303;4530;22;271
"Nordeste";"MA";"06/05/2020";498;5028;20;291
"Nordeste";"MA";"07/05/2020";361;5389;14;305
"Nordeste";"MA";"08/05/2020";520;5909;25;330
"Nordeste";"MA";"09/05/2020";856;6765;25;355
"Nordeste";"MA";"10/05/2020";834;7599;24;379
"Nordeste";"MA";"11/05/2020";545;8144;20;399
"Nordeste";"MA";"12/05/2020";382;8526;24;423
"Nordeste";"MA";"13/05/2020";586;9112;21;444
"Nordeste";"MA";"14/05/2020";689;9801;26;470
"Nordeste";"MA";"15/05/2020";938;10739;26;496
"Nordeste";"MA";"16/05/2020";853;11592;28;524
"Nordeste";"MA";"17/05/2020";900;12492;25;549
"Nordeste";"MA";"18/05/2020";746;13238;27;576
"Nordeste";"MA";"19/05/2020";960;14198;28;604
"Nordeste";"MA";"20/05/2020";916;15114;30;634
"Nordeste";"MA";"21/05/2020";944;16058;29;663
"Nordeste";"MA";"22/05/2020";1154;17212;30;693
"Nordeste";"MA";"23/05/2020";1555;18767;29;722
"Nordeste";"MA";"24/05/2020";2424;21191;32;754
"Nordeste";"MA";"25/05/2020";1595;22786;30;784
"Nordeste";"MA";"26/05/2020";1492;24278;33;817
"Nordeste";"MA";"27/05/2020";1867;26145;36;853
"Nordeste";"MA";"28/05/2020";1834;27979;34;887
"Nordeste";"MA";"29/05/2020";2503;30482;24;911
"Nordeste";"MA";"30/05/2020";2138;32620;21;932
"Nordeste";"MA";"31/05/2020";2019;34639;23;955
"Nordeste";"MA";"01/06/2020";658;35297;21;976
"Nordeste";"MA";"02/06/2020";1328;36625;21;997
"Nordeste";"MA";"03/06/2020";1549;38174;31;1028
"Nordeste";"MA";"04/06/2020";2455;40629;34;1062
"Nordeste";"PI";"25/02/2020";0;0;0;0
"Nordeste";"PI";"26/02/2020";0;0;0;0
"Nordeste";"PI";"27/02/2020";0;0;0;0
"Nordeste";"PI";"28/02/2020";0;0;0;0
"Nordeste";"PI";"29/02/2020";0;0;0;0
"Nordeste";"PI";"01/03/2020";0;0;0;0
"Nordeste";"PI";"02/03/2020";0;0;0;0
"Nordeste";"PI";"03/03/2020";0;0;0;0
"Nordeste";"PI";"04/03/2020";0;0;0;0
"Nordeste";"PI";"05/03/2020";0;0;0;0
"Nordeste";"PI";"06/03/2020";0;0;0;0
"Nordeste";"PI";"07/03/2020";0;0;0;0
"Nordeste";"PI";"08/03/2020";0;0;0;0
"Nordeste";"PI";"09/03/2020";0;0;0;0
"Nordeste";"PI";"10/03/2020";0;0;0;0
"Nordeste";"PI";"11/03/2020";0;0;0;0
"Nordeste";"PI";"12/03/2020";0;0;0;0
"Nordeste";"PI";"13/03/2020";0;0;0;0
"Nordeste";"PI";"14/03/2020";0;0;0;0
"Nordeste";"PI";"15/03/2020";0;0;0;0
"Nordeste";"PI";"16/03/2020";0;0;0;0
"Nordeste";"PI";"17/03/2020";0;0;0;0
"Nordeste";"PI";"18/03/2020";0;0;0;0
"Nordeste";"PI";"19/03/2020";0;0;0;0
"Nordeste";"PI";"20/03/2020";3;3;0;0
"Nordeste";"PI";"21/03/2020";1;4;0;0
"Nordeste";"PI";"22/03/2020";0;4;0;0
"Nordeste";"PI";"23/03/2020";2;6;0;0
"Nordeste";"PI";"24/03/2020";0;6;0;0
"Nordeste";"PI";"25/03/2020";2;8;0;0
"Nordeste";"PI";"26/03/2020";1;9;0;0
"Nordeste";"PI";"27/03/2020";0;9;0;0
"Nordeste";"PI";"28/03/2020";2;11;1;1
"Nordeste";"PI";"29/03/2020";3;14;0;1
"Nordeste";"PI";"30/03/2020";2;16;2;3
"Nordeste";"PI";"31/03/2020";2;18;1;4
"Nordeste";"PI";"01/04/2020";0;18;0;4
"Nordeste";"PI";"02/04/2020";1;19;0;4
"Nordeste";"PI";"03/04/2020";2;21;0;4
"Nordeste";"PI";"04/04/2020";1;22;0;4
"Nordeste";"PI";"05/04/2020";1;23;0;4
"Nordeste";"PI";"06/04/2020";0;23;0;4
"Nordeste";"PI";"07/04/2020";5;28;0;4
"Nordeste";"PI";"08/04/2020";3;31;1;5
"Nordeste";"PI";"09/04/2020";7;38;1;6
"Nordeste";"PI";"10/04/2020";2;40;1;7
"Nordeste";"PI";"11/04/2020";1;41;0;7
"Nordeste";"PI";"12/04/2020";3;44;0;7
"Nordeste";"PI";"13/04/2020";6;50;1;8
"Nordeste";"PI";"14/04/2020";8;58;0;8
"Nordeste";"PI";"15/04/2020";17;75;0;8
"Nordeste";"PI";"16/04/2020";16;91;0;8
"Nordeste";"PI";"17/04/2020";11;102;0;8
"Nordeste";"PI";"18/04/2020";21;123;1;9
"Nordeste";"PI";"19/04/2020";22;145;1;10
"Nordeste";"PI";"20/04/2020";13;158;2;12
"Nordeste";"PI";"21/04/2020";28;186;2;14
"Nordeste";"PI";"22/04/2020";20;206;1;15
"Nordeste";"PI";"23/04/2020";11;217;0;15
"Nordeste";"PI";"24/04/2020";39;256;1;16
"Nordeste";"PI";"25/04/2020";41;297;1;17
"Nordeste";"PI";"26/04/2020";34;331;1;18
"Nordeste";"PI";"27/04/2020";33;364;2;20
"Nordeste";"PI";"28/04/2020";44;408;1;21
"Nordeste";"PI";"29/04/2020";46;454;3;24
"Nordeste";"PI";"30/04/2020";59;513;0;24
"Nordeste";"PI";"01/05/2020";87;600;0;24
"Nordeste";"PI";"02/05/2020";65;665;2;26
"Nordeste";"PI";"03/05/2020";77;742;2;28
"Nordeste";"PI";"04/05/2020";42;784;0;28
"Nordeste";"PI";"05/05/2020";91;875;1;29
"Nordeste";"PI";"06/05/2020";74;949;1;30
"Nordeste";"PI";"07/05/2020";102;1051;5;35
"Nordeste";"PI";"08/05/2020";80;1131;2;37
"Nordeste";"PI";"09/05/2020";102;1233;1;38
"Nordeste";"PI";"10/05/2020";45;1278;4;42
"Nordeste";"PI";"11/05/2020";54;1332;3;45
"Nordeste";"PI";"12/05/2020";111;1443;4;49
"Nordeste";"PI";"13/05/2020";169;1612;8;57
"Nordeste";"PI";"14/05/2020";172;1784;3;60
"Nordeste";"PI";"15/05/2020";121;1905;0;60
"Nordeste";"PI";"16/05/2020";180;2085;5;65
"Nordeste";"PI";"17/05/2020";167;2252;7;72
"Nordeste";"PI";"18/05/2020";35;2287;8;80
"Nordeste";"PI";"19/05/2020";153;2440;5;85
"Nordeste";"PI";"20/05/2020";197;2637;2;87
"Nordeste";"PI";"21/05/2020";215;2852;4;91
"Nordeste";"PI";"22/05/2020";222;3074;2;93
"Nordeste";"PI";"23/05/2020";184;3258;6;99
"Nordeste";"PI";"24/05/2020";132;3390;8;107
"Nordeste";"PI";"25/05/2020";160;3550;3;110
"Nordeste";"PI";"26/05/2020";170;3720;9;119
"Nordeste";"PI";"27/05/2020";246;3966;15;134
"Nordeste";"PI";"28/05/2020";277;4243;4;138
"Nordeste";"PI";"29/05/2020";260;4503;8;146
"Nordeste";"PI";"30/05/2020";242;4745;11;157
"Nordeste";"PI";"31/05/2020";186;4931;4;161
"Nordeste";"PI";"01/06/2020";188;5119;7;168
"Nordeste";"PI";"02/06/2020";387;5506;12;180
"Nordeste";"PI";"03/06/2020";322;5828;12;192
"Nordeste";"PI";"04/06/2020";236;6064;10;202
"Nordeste";"CE";"25/02/2020";0;0;0;0
"Nordeste";"CE";"26/02/2020";0;0;0;0
"Nordeste";"CE";"27/02/2020";0;0;0;0
"Nordeste";"CE";"28/02/2020";0;0;0;0
"Nordeste";"CE";"29/02/2020";0;0;0;0
"Nordeste";"CE";"01/03/2020";0;0;0;0
"Nordeste";"CE";"02/03/2020";0;0;0;0
"Nordeste";"CE";"03/03/2020";0;0;0;0
"Nordeste";"CE";"04/03/2020";0;0;0;0
"Nordeste";"CE";"05/03/2020";0;0;0;0
"Nordeste";"CE";"06/03/2020";0;0;0;0
"Nordeste";"CE";"07/03/2020";0;0;0;0
"Nordeste";"CE";"08/03/2020";0;0;0;0
"Nordeste";"CE";"09/03/2020";0;0;0;0
"Nordeste";"CE";"10/03/2020";0;0;0;0
"Nordeste";"CE";"11/03/2020";0;0;0;0
"Nordeste";"CE";"12/03/2020";0;0;0;0
"Nordeste";"CE";"13/03/2020";0;0;0;0
"Nordeste";"CE";"14/03/2020";0;0;0;0
"Nordeste";"CE";"15/03/2020";0;0;0;0
"Nordeste";"CE";"16/03/2020";0;0;0;0
"Nordeste";"CE";"17/03/2020";5;5;0;0
"Nordeste";"CE";"18/03/2020";4;9;0;0
"Nordeste";"CE";"19/03/2020";11;20;0;0
"Nordeste";"CE";"20/03/2020";35;55;0;0
"Nordeste";"CE";"21/03/2020";13;68;0;0
"Nordeste";"CE";"22/03/2020";44;112;0;0
"Nordeste";"CE";"23/03/2020";51;163;0;0
"Nordeste";"CE";"24/03/2020";19;182;0;0
"Nordeste";"CE";"25/03/2020";18;200;0;0
"Nordeste";"CE";"26/03/2020";35;235;3;3
"Nordeste";"CE";"27/03/2020";47;282;0;3
"Nordeste";"CE";"28/03/2020";32;314;1;4
"Nordeste";"CE";"29/03/2020";34;348;1;5
"Nordeste";"CE";"30/03/2020";24;372;0;5
"Nordeste";"CE";"31/03/2020";18;390;2;7
"Nordeste";"CE";"01/04/2020";54;444;1;8
"Nordeste";"CE";"02/04/2020";106;550;12;20
"Nordeste";"CE";"03/04/2020";77;627;2;22
"Nordeste";"CE";"04/04/2020";103;730;0;22
"Nordeste";"CE";"05/04/2020";93;823;4;26
"Nordeste";"CE";"06/04/2020";190;1013;3;29
"Nordeste";"CE";"07/04/2020";38;1051;2;31
"Nordeste";"CE";"08/04/2020";240;1291;12;43
"Nordeste";"CE";"09/04/2020";134;1425;12;55
"Nordeste";"CE";"10/04/2020";53;1478;3;58
"Nordeste";"CE";"11/04/2020";104;1582;9;67
"Nordeste";"CE";"12/04/2020";94;1676;7;74
"Nordeste";"CE";"13/04/2020";124;1800;17;91
"Nordeste";"CE";"14/04/2020";205;2005;16;107
"Nordeste";"CE";"15/04/2020";152;2157;9;116
"Nordeste";"CE";"16/04/2020";229;2386;8;124
"Nordeste";"CE";"17/04/2020";298;2684;25;149
"Nordeste";"CE";"18/04/2020";350;3034;27;176
"Nordeste";"CE";"19/04/2020";218;3252;10;186
"Nordeste";"CE";"20/04/2020";230;3482;12;198
"Nordeste";"CE";"21/04/2020";234;3716;17;215
"Nordeste";"CE";"22/04/2020";194;3910;18;233
"Nordeste";"CE";"23/04/2020";688;4598;33;266
"Nordeste";"CE";"24/04/2020";202;4800;18;284
"Nordeste";"CE";"25/04/2020";621;5421;26;310
"Nordeste";"CE";"26/04/2020";412;5833;17;327
"Nordeste";"CE";"27/04/2020";893;6726;63;390
"Nordeste";"CE";"28/04/2020";192;6918;13;403
"Nordeste";"CE";"29/04/2020";349;7267;38;441
"Nordeste";"CE";"30/04/2020";339;7606;41;482
"Nordeste";"CE";"01/05/2020";273;7879;23;505
"Nordeste";"CE";"02/05/2020";352;8231;109;614
"Nordeste";"CE";"03/05/2020";139;8370;49;663
"Nordeste";"CE";"04/05/2020";2670;11040;49;712
"Nordeste";"CE";"05/05/2020";430;11470;83;795
"Nordeste";"CE";"06/05/2020";834;12304;53;848
"Nordeste";"CE";"07/05/2020";1584;13888;55;903
"Nordeste";"CE";"08/05/2020";1068;14956;63;966
"Nordeste";"CE";"09/05/2020";923;15879;96;1062
"Nordeste";"CE";"10/05/2020";813;16692;52;1114
"Nordeste";"CE";"11/05/2020";907;17599;75;1189
"Nordeste";"CE";"12/05/2020";813;18412;91;1280
"Nordeste";"CE";"13/05/2020";744;19156;109;1389
"Nordeste";"CE";"14/05/2020";1921;21077;24;1413
"Nordeste";"CE";"15/05/2020";1413;22490;63;1476
"Nordeste";"CE";"16/05/2020";1305;23795;138;1614
"Nordeste";"CE";"17/05/2020";460;24255;27;1641
"Nordeste";"CE";"18/05/2020";2108;26363;107;1748
"Nordeste";"CE";"19/05/2020";1749;28112;108;1856
"Nordeste";"CE";"20/05/2020";2448;30560;44;1900
"Nordeste";"CE";"21/05/2020";853;31413;261;2161
"Nordeste";"CE";"22/05/2020";3160;34573;90;2251
"Nordeste";"CE";"23/05/2020";549;35122;57;2308
"Nordeste";"CE";"24/05/2020";473;35595;16;2324
"Nordeste";"CE";"25/05/2020";590;36185;169;2493
"Nordeste";"CE";"26/05/2020";836;37021;110;2603
"Nordeste";"CE";"27/05/2020";254;37275;68;2671
"Nordeste";"CE";"28/05/2020";546;37821;62;2733
"Nordeste";"CE";"29/05/2020";574;38395;126;2859
"Nordeste";"CE";"30/05/2020";8111;46506;97;2956
"Nordeste";"CE";"31/05/2020";1983;48489;54;3010
"Nordeste";"CE";"01/06/2020";2015;50504;178;3188
"Nordeste";"CE";"02/06/2020";2569;53073;233;3421
"Nordeste";"CE";"03/06/2020";2983;56056;184;3605
"Nordeste";"CE";"04/06/2020";3739;59795;208;3813
"Nordeste";"RN";"25/02/2020";0;0;0;0
"Nordeste";"RN";"26/02/2020";0;0;0;0
"Nordeste";"RN";"27/02/2020";0;0;0;0
"Nordeste";"RN";"28/02/2020";0;0;0;0
"Nordeste";"RN";"29/02/2020";0;0;0;0
"Nordeste";"RN";"01/03/2020";0;0;0;0
"Nordeste";"RN";"02/03/2020";0;0;0;0
"Nordeste";"RN";"03/03/2020";0;0;0;0
"Nordeste";"RN";"04/03/2020";0;0;0;0
"Nordeste";"RN";"05/03/2020";0;0;0;0
"Nordeste";"RN";"06/03/2020";0;0;0;0
"Nordeste";"RN";"07/03/2020";0;0;0;0
"Nordeste";"RN";"08/03/2020";0;0;0;0
"Nordeste";"RN";"09/03/2020";0;0;0;0
"Nordeste";"RN";"10/03/2020";0;0;0;0
"Nordeste";"RN";"11/03/2020";0;0;0;0
"Nordeste";"RN";"12/03/2020";0;0;0;0
"Nordeste";"RN";"13/03/2020";1;1;0;0
"Nordeste";"RN";"14/03/2020";0;1;0;0
"Nordeste";"RN";"15/03/2020";0;1;0;0
"Nordeste";"RN";"16/03/2020";0;1;0;0
"Nordeste";"RN";"17/03/2020";0;1;0;0
"Nordeste";"RN";"18/03/2020";0;1;0;0
"Nordeste";"RN";"19/03/2020";0;1;0;0
"Nordeste";"RN";"20/03/2020";0;1;0;0
"Nordeste";"RN";"21/03/2020";5;6;0;0
"Nordeste";"RN";"22/03/2020";3;9;0;0
"Nordeste";"RN";"23/03/2020";4;13;0;0
"Nordeste";"RN";"24/03/2020";0;13;0;0
"Nordeste";"RN";"25/03/2020";1;14;0;0
"Nordeste";"RN";"26/03/2020";5;19;0;0
"Nordeste";"RN";"27/03/2020";9;28;0;0
"Nordeste";"RN";"28/03/2020";17;45;0;0
"Nordeste";"RN";"29/03/2020";23;68;1;1
"Nordeste";"RN";"30/03/2020";9;77;0;1
"Nordeste";"RN";"31/03/2020";5;82;0;1
"Nordeste";"RN";"01/04/2020";10;92;1;2
"Nordeste";"RN";"02/04/2020";13;105;0;2
"Nordeste";"RN";"03/04/2020";71;176;2;4
"Nordeste";"RN";"04/04/2020";36;212;1;5
"Nordeste";"RN";"05/04/2020";30;242;2;7
"Nordeste";"RN";"06/04/2020";4;246;0;7
"Nordeste";"RN";"07/04/2020";8;254;1;8
"Nordeste";"RN";"08/04/2020";7;261;3;11
"Nordeste";"RN";"09/04/2020";0;261;0;11
"Nordeste";"RN";"10/04/2020";2;263;0;11
"Nordeste";"RN";"11/04/2020";26;289;2;13
"Nordeste";"RN";"12/04/2020";13;302;2;15
"Nordeste";"RN";"13/04/2020";37;339;2;17
"Nordeste";"RN";"14/04/2020";37;376;1;18
"Nordeste";"RN";"15/04/2020";23;399;1;19
"Nordeste";"RN";"16/04/2020";1;400;1;20
"Nordeste";"RN";"17/04/2020";63;463;3;23
"Nordeste";"RN";"18/04/2020";53;516;1;24
